URL,Title,Selection,Folder
https://sso.sozialversicherung.at/IBSYS_WEB_SSO/login?LO=1&TARGET=https%3A%2F%2Fwww.sozialversicherung.at%2Fportal27%2Flogin%3FinitialURI%3D%252Fportal27%252Fmeinesvtgkkportal%252Fcontent%252FcontentWindow%253Fviewmode%253Dcontent%2526contentid%253D10007.740032,Willkommen am Portal der österreichischen Sozialversicherung,,Unread
https://www.whocc.no/atc_ddd_index/,WHOCC - ATC/DDD Index,,onkologie
https://aspnetboilerplate.com/,ASP.NET Boilerplate - Web Application Framework,,microsoft
https://github.com/IdentityModel/Thinktecture.IdentityModel/wiki/EmbeddedSts,EmbeddedSts · IdentityModel/Thinktecture.IdentityModel Wiki · GitHub,,microsoft
http://www.motobit.com/util/base64-decoder-encoder.asp,Base64 Online - base64 decode and encode,,tools
https://www.rauch.io/2015/06/25/all-wcf-timeouts-explained/,All WCF timeouts explained ⋆ Dominik's Development Corner,,microsoft
https://live.sysinternals.com/,live.sysinternals.com - /,,tools
http://referencesource.microsoft.com/,Reference Source,,microsoft
http://dotnetmentors.com/how-to-enable-wcf-tracing-and-wcf-message-loging.aspx,How to enable wcf tracing and wcf message loging : www.dotnetmentors.com,,microsoft
http://manuals.fibaro.com/,FIBARO Manuals,,z-wave
http://regexhero.net/tester/,The .NET Regex Tester | Regex Hero,,tools
https://www.johner-institut.de/blog/regulatory-affairs/audit-trail/,Audit-Trail: Was Sie als Medizinproduktehersteller wissen sollten,,iso-13485
https://docs.microsoft.com/en-us/azure/app-service-web/web-sites-dotnet-entity-framework-row-level-security,Tutorial: Web app with a multi-tenant database using Entity Framework and R,,microsoft
http://www.whatsmybrowser.org/,What browser am I using?,,"js, ts, html, css, electron"
http://wpmanager.buffet-group.com/melton/de/,Melton Meinl Weston |,,Fülgelhorn
https://www.visualstudio.com/en-us/docs/build/steps/utility/copy-and-publish-build-artifacts,Copy and publish build artifacts,,microsoft
http://www.denksport.de/denksport/raetsel.asp?nr=003&show=Aufgabe,DENKSPORT.DE | Klassische Rätsel | Matherätsel,,Unread
https://www.lua.org/pil/contents.html,Programming in Lua (first edition),,z-wave
https://diagnosia.com/,Diagnosia ® - Software für medizinische Fachgruppen,,onkologie
https://www.johner-institut.de/blog/iec-62304-medizinische-software/mock-objekt/,Mock-Objekt beim Testen medizinischer Software,,iso-13485
https://github.com/AutoMapper/AutoMapper/wiki/Queryable-Extensions,Queryable Extensions · AutoMapper/AutoMapper Wiki · GitHub,,microsoft
http://com.hemiola.com/2009/11/23/memory-leaks-in-ie8/,Memory Leaks in IE8 and IE9 (Fixed in IE10) – Baffling Browsers,,"js, ts, html, css, electron"
